element,category,frequency_in_category,copies,tissue
907455,648,1,10,ILN
907456,640,1,6,Colon
907457,646,1,4,ILN
907458,663,1,3,SPL
907459,655,1,3,MLN
907460,645,2,57,Ileum
907461,643,1,3,Ileum
907462,647,1,2,ILN
907462,648,2,5,ILN
907463,158,1,1,ILN
907463,652,1,1,Lung
907464,639,1,32,BM
907465,655,1,2,MLN
907466,656,2,10,MLN
907467,148,1,4,BM
907468,153,1,1,Colon
907468,162,1,4,Jejunum
907469,168,1,2,MLN
907470,640,1,5,Colon
907470,641,3,24,Colon
907470,642,5,64,Colon
907470,644,1,5,Ileum
907470,648,1,2,ILN
907470,661,1,3,SPL
907471,638,1,27,BM
907472,644,1,15,Ileum
907472,646,1,2,ILN
907473,640,2,18,Colon
907474,157,1,2,ILN
907474,646,1,6,ILN
907474,647,2,5,ILN
907474,648,1,7,ILN
907475,638,1,14,BM
907475,661,1,2,SPL
907476,642,1,10,Colon
907477,639,1,10,BM
907478,637,2,12,BM
907479,640,1,10,Colon
907480,652,1,6,Lung
907480,653,1,4,Lung
907481,644,1,9,Ileum
907482,646,1,8,ILN
907482,662,1,3,SPL
907483,655,2,8,MLN
907483,656,1,3,MLN
907484,646,1,7,ILN
907485,650,1,7,Jejunum
907485,651,1,5,Jejunum
907486,661,1,6,SPL
907487,662,1,7,SPL
907488,661,1,3,SPL
907489,643,2,10,Ileum
907490,655,1,3,MLN
907491,640,1,6,Colon
907492,663,1,2,SPL
907493,646,1,6,ILN
907493,648,1,3,ILN
907494,661,1,2,SPL
907495,646,1,5,ILN
907496,649,1,2,Jejunum
907497,655,1,5,MLN
907498,157,1,2,ILN
907498,647,2,6,ILN
907499,648,1,4,ILN
907500,646,1,4,ILN
907501,653,1,4,Lung
907502,663,1,4,SPL
907503,639,1,3,BM
907504,648,1,3,ILN
907505,648,1,3,ILN
907506,646,1,3,ILN
907507,646,1,3,ILN
907508,646,1,3,ILN
907509,647,1,2,ILN
907510,647,1,2,ILN
907511,638,1,2,BM
907512,648,1,2,ILN
907513,648,1,2,ILN
907514,646,1,2,ILN
907515,656,1,2,MLN
907516,655,1,2,MLN
907517,655,1,4,MLN
907518,647,1,2,ILN
907519,649,3,30,Jejunum
907519,650,3,34,Jejunum
907519,651,3,49,Jejunum
907520,657,4,70,MLN
907521,655,1,11,MLN
907522,662,1,4,SPL
907523,661,1,5,SPL
907524,645,1,2,Ileum
907525,655,1,25,MLN
907526,639,1,4,BM
907527,659,1,4,PBL
907528,656,1,4,MLN
907529,661,1,4,SPL
907530,642,1,2,Colon
907531,662,1,2,SPL
907532,663,1,2,SPL
907533,657,5,67,MLN
907534,168,249,4935,MLN
907534,174,2,2,SPL
907535,640,1,14,Colon
907535,659,12,369,PBL
907536,642,1,1,Colon
907536,657,1,4,MLN
907536,660,6,240,PBL
907537,155,5,43,Ileum
907537,657,1,175,MLN
907538,637,1,30,BM
907538,638,1,2,BM
907538,639,1,12,BM
907538,660,1,1,PBL
907539,655,1,48,MLN
907539,657,2,109,MLN
907540,657,4,148,MLN
907541,655,1,9,MLN
907542,151,3,28,Colon
907542,154,2,18,Ileum
907542,156,1,1,Ileum
907542,160,2,3,Jejunum
907542,161,1,10,Jejunum
907542,162,1,1,Jejunum
907542,640,4,63,Colon
907542,643,1,17,Ileum
907542,644,1,7,Ileum
907542,645,1,5,Ileum
907542,649,2,22,Jejunum
907542,650,2,30,Jejunum
907542,651,5,63,Jejunum
907543,655,1,7,MLN
907543,656,1,2,MLN
907544,660,3,128,PBL
907545,648,1,3,ILN
907546,657,6,138,MLN
907547,641,1,2,Colon
907548,656,3,49,MLN
907548,657,4,139,MLN
907549,658,1,2,PBL
907550,638,3,124,BM
907551,657,2,115,MLN
907552,638,5,110,BM
907553,657,4,82,MLN
907554,650,2,20,Jejunum
907554,657,2,88,MLN
907555,638,1,9,BM
907556,154,2,62,Ileum
907557,656,1,54,MLN
907557,657,2,7,MLN
907558,656,1,3,MLN
907558,657,1,2,MLN
907559,639,1,1,BM
907559,657,5,67,MLN
907560,655,1,56,MLN
907561,656,2,60,MLN
907562,655,2,48,MLN
907563,638,2,47,BM
907563,642,1,1,Colon
907563,657,1,28,MLN
907564,643,1,3,Ileum
907565,655,1,42,MLN
907566,657,1,41,MLN
907567,655,1,40,MLN
907568,151,1,38,Colon
907568,642,1,1,Colon
907569,637,3,42,BM
907570,657,2,40,MLN
907571,657,1,32,MLN
907572,655,1,31,MLN
907573,148,1,30,BM
907574,660,2,32,PBL
907575,160,1,14,Jejunum
907575,161,3,20,Jejunum
907575,643,1,1,Ileum
907575,645,1,21,Ileum
907575,650,1,2,Jejunum
907576,656,1,25,MLN
907577,160,1,14,Jejunum
907577,172,1,1,SPL
907577,649,1,5,Jejunum
907577,650,2,7,Jejunum
907578,656,1,22,MLN
907579,656,2,24,MLN
907580,156,1,20,Ileum
907581,656,2,22,MLN
907582,161,1,19,Jejunum
907583,151,1,10,Colon
907583,153,2,8,Colon
907583,640,3,7,Colon
907583,641,2,8,Colon
907583,646,1,3,ILN
907584,655,1,18,MLN
907585,649,2,19,Jejunum
907586,152,1,16,Colon
907587,656,1,16,MLN
907588,656,1,16,MLN
907589,655,1,16,MLN
907590,637,1,14,BM
907591,148,1,13,BM
907592,650,1,13,Jejunum
907593,656,1,13,MLN
907594,638,1,11,BM
907594,639,1,1,BM
907595,655,1,12,MLN
907596,657,1,12,MLN
907597,155,2,13,Ileum
907598,638,1,11,BM
907599,651,1,11,Jejunum
907600,655,2,13,MLN
907601,647,1,10,ILN
907602,161,2,4,Jejunum
907602,650,1,6,Jejunum
907603,172,1,2,SPL
907603,661,1,2,SPL
907603,662,1,6,SPL
907604,151,1,9,Colon
907605,640,1,9,Colon
907606,655,1,9,MLN
907607,161,1,8,Jejunum
907608,160,1,7,Jejunum
907608,162,2,5,Jejunum
907609,641,1,1,Colon
907609,642,1,7,Colon
907610,639,1,8,BM
907611,638,1,8,BM
907612,152,1,3,Colon
907612,640,3,19,Colon
907613,151,1,1,Colon
907613,152,1,6,Colon
907614,150,1,7,BM
907615,640,1,7,Colon
907616,640,1,5,Colon
907616,641,1,1,Colon
907616,643,1,1,Ileum
907617,646,1,2,ILN
907617,651,1,7,Jejunum
907618,662,1,2,SPL
907619,159,1,2,ILN
907619,172,1,5,SPL
907619,655,1,7,MLN
907620,657,1,2,MLN
907621,152,1,6,Colon
907621,646,1,2,ILN
907621,647,1,2,ILN
907622,643,1,6,Ileum
907623,657,1,6,MLN
907624,151,1,3,Colon
907624,152,1,2,Colon
907625,640,1,5,Colon
907625,644,1,5,Ileum
907626,647,1,5,ILN
907627,648,1,5,ILN
907628,653,1,5,Lung
907629,656,1,5,MLN
907630,642,1,21,Colon
907631,657,1,5,MLN
907632,639,1,11,BM
907632,660,1,1,PBL
907633,655,1,9,MLN
907634,157,1,4,ILN
907634,647,1,2,ILN
907634,648,1,3,ILN
907635,661,1,8,SPL
907636,173,1,2,SPL
907636,646,1,2,ILN
907636,647,2,5,ILN
907636,648,1,2,ILN
907637,644,1,4,Ileum
907638,174,1,3,SPL
907638,646,1,1,ILN
907639,644,1,4,Ileum
907640,161,1,3,Jejunum
907640,645,2,4,Ileum
907640,649,1,1,Jejunum
907640,650,1,1,Jejunum
907641,646,1,1,ILN
907641,647,1,3,ILN
907642,637,1,4,BM
907643,148,1,5,BM
907644,657,2,52,MLN
907645,640,1,4,Colon
907646,649,1,5,Jejunum
907647,646,3,8,ILN
907648,638,1,45,BM
907649,656,1,4,MLN
907650,659,1,4,PBL
907651,656,1,4,MLN
907652,649,2,7,Jejunum
907653,661,1,3,SPL
907653,662,1,4,SPL
907654,657,3,8,MLN
907655,156,2,5,Ileum
907656,151,1,3,Colon
907657,153,1,3,Colon
907658,162,1,3,Jejunum
907659,645,1,2,Ileum
907659,651,1,1,Jejunum
907660,645,2,5,Ileum
907661,644,1,1,Ileum
907661,645,1,2,Ileum
907662,646,1,2,ILN
907662,647,1,3,ILN
907663,647,1,3,ILN
907664,646,1,3,ILN
907665,157,1,1,ILN
907665,646,2,3,ILN
907665,647,1,1,ILN
907666,646,1,3,ILN
907667,650,1,3,Jejunum
907668,648,1,2,ILN
907669,650,1,3,Jejunum
907670,662,1,2,SPL
907671,650,1,3,Jejunum
907672,655,1,2,MLN
907673,649,1,3,Jejunum
907674,650,1,2,Jejunum
907675,649,1,3,Jejunum
907676,655,1,1,MLN
907676,656,1,1,MLN
907676,657,1,1,MLN
907677,657,1,3,MLN
907678,657,1,3,MLN
907679,149,1,2,BM
907680,151,1,2,Colon
907681,173,1,2,SPL
907682,161,1,21,Jejunum
907682,649,1,4,Jejunum
907683,658,1,5,PBL
907684,655,1,2,MLN
907685,162,2,6,Jejunum
907686,655,1,3,MLN
907687,644,1,2,Ileum
907688,645,1,2,Ileum
907689,642,1,2,Colon
907690,642,1,2,Colon
907691,647,1,2,ILN
907692,646,1,2,ILN
907692,647,1,2,ILN
907693,639,1,2,BM
907694,639,1,2,BM
907695,639,1,2,BM
907696,638,1,2,BM
907697,638,1,1,BM
907697,648,1,1,ILN
907698,638,1,2,BM
907699,648,1,2,ILN
907700,637,1,2,BM
907701,640,1,2,Colon
907702,640,1,2,Colon
907703,640,1,2,Colon
907704,646,1,2,ILN
907705,646,1,2,ILN
907706,646,1,2,ILN
907707,650,1,2,Jejunum
907708,656,1,2,MLN
907709,656,1,2,MLN
907710,649,1,2,Jejunum
907711,662,1,2,SPL
907712,663,1,2,SPL
907713,661,1,2,SPL
907714,661,1,2,SPL
907715,655,1,2,MLN
907716,655,1,1,MLN
907716,656,1,1,MLN
907717,655,1,2,MLN
907718,657,1,2,MLN
907719,651,2,8,Jejunum
907720,646,3,8,ILN
907721,650,1,3,Jejunum
907722,637,2,27,BM
907723,639,1,13,BM
907723,660,1,1,PBL
907724,638,1,56,BM
907725,657,2,49,MLN
907726,656,1,9,MLN
907727,656,1,2,MLN
907728,638,5,153,BM
907729,637,1,35,BM
907729,639,1,29,BM
907730,661,1,12,SPL
907731,173,1,6,SPL
907732,655,1,2,MLN
907733,637,3,6,BM
907733,638,1,8,BM
907733,639,3,23,BM
907734,657,1,9,MLN
907735,637,1,6,BM
907736,657,2,9,MLN
907737,649,1,2,Jejunum
907737,650,1,3,Jejunum
907737,651,1,2,Jejunum
907738,639,1,4,BM
907739,655,1,4,MLN
907740,656,1,1,MLN
907740,657,1,3,MLN
907741,642,1,3,Colon
907742,647,1,2,ILN
907742,648,1,1,ILN
907743,637,1,3,BM
907744,655,1,3,MLN
907745,638,1,2,BM
907746,647,1,2,ILN
907747,639,1,2,BM
907748,637,1,2,BM
907749,651,1,2,Jejunum
907750,663,1,2,SPL
907751,655,1,2,MLN
907752,655,1,2,MLN
907753,172,3,16,SPL
907753,643,1,2,Ileum
907753,644,2,4,Ileum
907753,645,5,6,Ileum
907753,646,7,51,ILN
907753,647,4,21,ILN
907753,648,2,19,ILN
907753,649,1,2,Jejunum
907753,652,31,271,Lung
907753,653,23,197,Lung
907753,654,14,127,Lung
907753,655,1,1,MLN
907753,656,2,3,MLN
907753,657,1,1,MLN
907753,658,1,1,PBL
907753,661,36,450,SPL
907753,662,43,564,SPL
907753,663,60,596,SPL
907754,657,2,69,MLN
907755,637,1,24,BM
907756,161,1,2,Jejunum
907756,649,1,3,Jejunum
907756,651,1,14,Jejunum
907757,638,1,12,BM
907758,649,1,9,Jejunum
907759,656,1,7,MLN
907760,148,1,5,BM
907761,637,1,5,BM
907762,641,1,4,Colon
907763,648,1,4,ILN
907764,637,1,4,BM
907765,647,1,3,ILN
907766,639,1,3,BM
907767,157,1,1,ILN
907767,647,1,1,ILN
907768,162,1,2,Jejunum
907769,641,1,2,Colon
907770,641,1,2,Colon
907771,647,1,2,ILN
907772,638,2,4,BM
907773,637,1,2,BM
907774,640,1,1,Colon
907774,649,1,1,Jejunum
907775,658,1,2,PBL
907776,649,1,1,Jejunum
907776,650,1,1,Jejunum
907777,663,1,2,SPL
907778,663,1,2,SPL
907779,657,1,2,MLN
907780,657,1,6,MLN
907781,658,1,1,PBL
907781,659,1,1,PBL
907781,660,1,1,PBL
907782,646,7,91,ILN
907782,647,7,39,ILN
907782,648,5,42,ILN
907782,652,9,102,Lung
907782,653,18,223,Lung
907782,654,4,34,Lung
907782,661,14,193,SPL
907782,662,25,254,SPL
907782,663,42,292,SPL
907783,661,2,16,SPL
907783,663,1,2,SPL
907784,655,1,6,MLN
907785,647,1,1,ILN
907785,648,1,1,ILN
907786,638,1,102,BM
907787,637,2,85,BM
907788,637,1,57,BM
907789,657,1,44,MLN
907790,638,1,26,BM
907791,655,1,21,MLN
907792,655,1,20,MLN
907793,655,1,18,MLN
907794,655,3,28,MLN
907795,656,1,10,MLN
907796,656,1,10,MLN
907797,657,2,12,MLN
907798,655,1,8,MLN
907799,657,1,7,MLN
907800,657,2,6,MLN
907801,656,1,3,MLN
907802,656,1,3,MLN
907803,657,1,2,MLN
907804,646,1,2,ILN
907805,655,5,68,MLN
907805,656,1,10,MLN
907806,649,1,14,Jejunum
907806,651,1,1,Jejunum
907807,646,1,1,ILN
907807,647,1,1,ILN
907807,648,2,6,ILN
907808,638,1,2,BM
907809,157,1,1,ILN
907809,646,1,8,ILN
907809,647,1,8,ILN
907809,648,1,7,ILN
907809,652,7,251,Lung
907809,653,1,32,Lung
907810,156,2,10,Ileum
907810,644,3,71,Ileum
907810,645,5,127,Ileum
907810,650,2,28,Jejunum
907811,660,6,136,PBL
907812,643,2,101,Ileum
907812,649,2,13,Jejunum
907813,160,1,5,Jejunum
907813,645,3,50,Ileum
907813,649,4,114,Jejunum
907813,650,2,20,Jejunum
907814,640,1,4,Colon
907814,645,2,61,Ileum
907814,649,1,32,Jejunum
907815,638,2,63,BM
907816,650,1,35,Jejunum
907816,651,1,21,Jejunum
907817,656,1,39,MLN
907817,663,1,8,SPL
907818,643,1,34,Ileum
907818,650,1,10,Jejunum
907819,644,1,8,Ileum
907820,637,1,8,BM
907820,639,1,13,BM
907821,657,1,2,MLN
907822,153,1,1,Colon
907822,154,2,107,Ileum
907822,161,2,55,Jejunum
907822,162,1,7,Jejunum
907822,651,1,6,Jejunum
907823,656,1,20,MLN
907824,637,2,56,BM
907824,649,1,1,Jejunum
907825,637,3,49,BM
907826,655,2,15,MLN
907827,160,1,35,Jejunum
907827,644,1,6,Ileum
907827,645,1,1,Ileum
907827,650,1,11,Jejunum
907827,651,1,2,Jejunum
907828,646,1,5,ILN
907829,639,3,55,BM
907830,646,5,55,ILN
907831,647,1,4,ILN
907832,153,1,9,Colon
907832,162,2,38,Jejunum
907832,637,1,2,BM
907833,646,1,4,ILN
907834,657,1,25,MLN
907835,638,1,41,BM
907836,156,1,1,Ileum
907836,643,1,1,Ileum
907836,644,1,1,Ileum
907836,649,1,1,Jejunum
907836,650,1,1,Jejunum
907837,646,1,3,ILN
907838,161,1,35,Jejunum
907839,661,2,8,SPL
907839,662,1,8,SPL
907839,663,2,11,SPL
907840,640,1,1,Colon
907840,642,1,1,Colon
907841,149,2,20,BM
907842,646,4,47,ILN
907842,647,3,31,ILN
907842,648,2,40,ILN
907842,663,1,6,SPL
907843,159,1,5,ILN
907843,643,1,17,Ileum
907843,644,1,3,Ileum
907844,640,1,22,Colon
907844,646,1,6,ILN
907845,156,1,1,Ileum
907845,643,1,12,Ileum
907845,644,1,2,Ileum
907846,646,1,22,ILN
907847,149,1,5,BM
907847,638,1,1,BM
907848,648,1,2,ILN
907848,662,2,23,SPL
907849,149,2,7,BM
907850,646,1,20,ILN
907851,637,1,4,BM
907852,644,2,19,Ileum
907853,160,1,2,Jejunum
907853,161,1,1,Jejunum
907853,649,1,3,Jejunum
907854,158,1,10,ILN
907854,647,1,16,ILN
907854,648,1,17,ILN
907855,648,1,17,ILN
907856,639,1,3,BM
907857,661,1,17,SPL
907858,647,1,16,ILN
907859,155,1,15,Ileum
907859,644,1,11,Ileum
907860,662,3,7,SPL
907860,663,1,13,SPL
907861,155,2,14,Ileum
907862,646,2,14,ILN
907862,647,1,7,ILN
907862,663,1,7,SPL
907863,160,1,11,Jejunum
907863,161,1,4,Jejunum
907864,163,1,2,Lung
907864,642,1,9,Colon
907865,661,1,11,SPL
907866,647,1,10,ILN
907867,663,1,10,SPL
907868,661,1,10,SPL
907869,647,1,8,ILN
907870,648,3,16,ILN
907871,644,1,1,Ileum
907871,647,1,4,ILN
907871,648,1,8,ILN
907872,646,1,8,ILN
907873,662,1,8,SPL
907874,662,1,7,SPL
907875,644,1,6,Ileum
907876,647,1,1,ILN
907876,648,1,4,ILN
907876,661,1,6,SPL
907877,646,1,5,ILN
907878,662,1,5,SPL
907879,642,1,3,Colon
907880,648,1,3,ILN
907881,648,1,3,ILN
907882,157,1,2,ILN
907883,173,1,2,SPL
907884,647,1,2,ILN
907885,648,1,2,ILN
907886,646,1,2,ILN
907887,646,2,2,ILN
907887,647,2,2,ILN
907888,651,1,2,Jejunum
907889,661,1,2,SPL
907890,660,1,10,PBL
907891,646,1,3,ILN
907892,640,1,2,Colon
907893,653,1,2,Lung
907894,656,1,2,MLN
907895,663,1,2,SPL
907896,640,2,39,Colon
907896,641,1,17,Colon
907896,642,1,39,Colon
907897,643,1,9,Ileum
907897,644,3,6,Ileum
907897,645,2,10,Ileum
907897,649,3,11,Jejunum
907897,650,1,4,Jejunum
907897,651,1,15,Jejunum
907898,660,2,33,PBL
907899,642,2,35,Colon
907900,646,3,5,ILN
907900,647,1,1,ILN
907900,654,1,16,Lung
907901,646,1,3,ILN
907901,647,1,3,ILN
907901,648,1,6,ILN
907901,649,1,16,Jejunum
907902,661,1,16,SPL
907903,655,1,15,MLN
907904,663,1,12,SPL
907905,655,1,10,MLN
907906,637,1,9,BM
907907,642,1,8,Colon
907908,639,2,11,BM
907909,646,1,7,ILN
907910,655,1,7,MLN
907911,643,1,6,Ileum
907912,640,3,14,Colon
907913,646,1,6,ILN
907914,646,1,6,ILN
907914,648,2,5,ILN
907915,638,1,5,BM
907916,640,1,5,Colon
907917,662,1,5,SPL
907918,638,1,4,BM
907919,646,1,4,ILN
907919,647,1,2,ILN
907920,641,1,3,Colon
907921,647,1,3,ILN
907922,647,1,3,ILN
907923,638,1,3,BM
907924,648,1,3,ILN
907925,650,1,3,Jejunum
907926,661,1,3,SPL
907927,655,1,3,MLN
907928,655,1,3,MLN
907929,647,1,2,ILN
907930,647,1,2,ILN
907931,648,1,2,ILN
907932,646,1,1,ILN
907932,647,1,1,ILN
907933,646,1,2,ILN
907934,646,1,2,ILN
907935,646,1,1,ILN
907935,648,1,1,ILN
907936,646,1,1,ILN
907936,647,1,1,ILN
907937,662,1,2,SPL
907938,663,1,2,SPL
907939,663,1,2,SPL
907940,148,6,97,BM
907940,637,1,8,BM
907940,638,6,140,BM
907940,639,1,8,BM
907940,642,1,1,Colon
907941,160,1,2,Jejunum
907941,640,3,37,Colon
907941,641,2,19,Colon
907941,644,1,1,Ileum
907941,649,1,3,Jejunum
907941,650,1,28,Jejunum
907942,638,2,32,BM
907943,650,1,28,Jejunum
907944,650,1,10,Jejunum
907944,655,1,22,MLN
907945,641,1,21,Colon
907945,648,1,4,ILN
907946,661,1,19,SPL
907946,663,1,1,SPL
907947,638,1,17,BM
907948,638,1,17,BM
907949,655,1,13,MLN
907949,656,1,1,MLN
907950,657,1,2,MLN
907951,646,1,1,ILN
907951,647,1,1,ILN
907951,648,1,2,ILN
907952,642,1,13,Colon
907953,641,1,2,Colon
907954,662,1,13,SPL
907955,148,1,8,BM
907955,150,1,4,BM
907955,172,1,2,SPL
907956,655,1,12,MLN
907957,656,1,10,MLN
907958,656,1,10,MLN
907959,164,1,9,Lung
907959,646,1,8,ILN
907959,647,1,3,ILN
907960,159,1,3,ILN
907960,663,1,6,SPL
907961,150,2,10,BM
907962,646,1,5,ILN
907962,647,1,2,ILN
907962,648,1,1,ILN
907963,644,1,1,Ileum
907963,645,1,4,Ileum
907964,662,1,8,SPL
907965,149,1,7,BM
907966,642,1,6,Colon
907967,646,1,6,ILN
907968,662,1,6,SPL
907969,662,1,6,SPL
907970,648,1,5,ILN
907971,662,1,5,SPL
907972,655,1,5,MLN
907973,656,1,4,MLN
907974,656,1,4,MLN
907975,662,1,4,SPL
907976,661,1,4,SPL
907977,655,1,4,MLN
907978,651,1,3,Jejunum
907979,638,1,3,BM
907980,646,1,3,ILN
907980,647,1,2,ILN
907981,649,1,3,Jejunum
907982,661,1,1,SPL
907982,663,1,2,SPL
907983,647,2,4,ILN
907984,648,1,2,ILN
907985,646,1,2,ILN
907986,646,1,2,ILN
907987,646,1,2,ILN
907988,650,1,2,Jejunum
907989,663,1,2,SPL
907990,663,1,2,SPL
907991,659,1,5,PBL
907992,658,18,445,PBL
907992,661,1,1,SPL
907993,655,1,2,MLN
907994,154,4,229,Ileum
907994,642,1,14,Colon
907995,154,5,190,Ileum
907996,154,3,69,Ileum
907996,155,4,94,Ileum
907996,642,2,3,Colon
907996,644,1,3,Ileum
907996,650,2,50,Jejunum
907997,165,1,136,Lung
907998,154,4,119,Ileum
907998,160,1,4,Jejunum
907998,644,1,3,Ileum
907998,645,1,1,Ileum
907998,650,1,4,Jejunum
907999,165,4,128,Lung
908000,155,3,88,Ileum
908000,644,1,16,Ileum
908000,649,1,4,Jejunum
908001,656,2,28,MLN
908002,155,1,2,Ileum
908002,160,3,5,Jejunum
908002,161,2,2,Jejunum
908002,642,2,5,Colon
908002,643,1,12,Ileum
908002,644,2,10,Ileum
908002,645,1,8,Ileum
908002,649,1,14,Jejunum
908002,650,4,13,Jejunum
908002,651,4,19,Jejunum
908002,656,1,2,MLN
908003,151,1,3,Colon
908003,154,1,1,Ileum
908003,160,7,21,Jejunum
908003,161,3,4,Jejunum
908003,162,2,7,Jejunum
908003,166,1,1,MLN
908003,640,8,54,Colon
908003,641,5,68,Colon
908003,642,6,41,Colon
908003,643,38,315,Ileum
908003,644,13,96,Ileum
908003,645,11,134,Ileum
908003,646,1,1,ILN
908003,647,1,3,ILN
908003,649,106,1258,Jejunum
908003,650,97,1333,Jejunum
908003,651,105,1531,Jejunum
908003,656,4,26,MLN
908003,661,1,1,SPL
908004,655,1,15,MLN
908005,652,3,136,Lung
908005,653,3,108,Lung
908006,650,1,2,Jejunum
908007,657,1,93,MLN
908008,173,1,11,SPL
908009,658,5,165,PBL
908010,658,5,135,PBL
908011,153,2,45,Colon
908011,154,1,60,Ileum
908011,155,1,53,Ileum
908011,640,3,66,Colon
908011,641,1,5,Colon
908011,642,2,24,Colon
908011,646,1,3,ILN
908012,643,5,149,Ileum
908012,644,1,6,Ileum
908012,645,5,50,Ileum
908012,649,2,17,Jejunum
908012,650,2,19,Jejunum
908012,651,2,34,Jejunum
908013,640,1,84,Colon
908014,637,2,20,BM
908014,660,1,90,PBL
908015,159,1,1,ILN
908015,646,3,9,ILN
908015,648,4,9,ILN
908015,652,1,45,Lung
908016,657,1,78,MLN
908017,640,1,6,Colon
908017,644,1,8,Ileum
908017,649,1,28,Jejunum
908017,655,4,28,MLN
908017,656,1,5,MLN
908017,662,1,5,SPL
908017,663,1,3,SPL
908018,655,1,41,MLN
908019,155,2,56,Ileum
908019,644,1,3,Ileum
908019,645,1,20,Ileum
908020,642,1,13,Colon
908020,649,1,6,Jejunum
908020,650,1,8,Jejunum
908020,651,1,11,Jejunum
908021,155,3,97,Ileum
908021,161,2,17,Jejunum
908021,162,1,10,Jejunum
908021,643,1,2,Ileum
908021,644,1,4,Ileum
908021,645,1,16,Ileum
908022,637,1,38,BM
908023,643,1,26,Ileum
908023,649,2,10,Jejunum
908023,650,1,10,Jejunum
908024,171,3,84,PBL
908025,154,3,3,Ileum
908025,643,1,2,Ileum
908025,644,1,17,Ileum
908025,650,1,7,Jejunum
908025,651,1,7,Jejunum
908026,642,1,16,Colon
908026,651,1,31,Jejunum
908027,151,2,5,Colon
908027,153,2,18,Colon
908027,640,3,27,Colon
908027,643,2,49,Ileum
908027,644,1,6,Ileum
908027,645,1,12,Ileum
908027,646,1,8,ILN
908027,655,1,3,MLN
908027,663,1,2,SPL
908028,653,1,24,Lung
908028,654,1,5,Lung
908029,641,1,9,Colon
908029,645,3,50,Ileum
908029,649,1,10,Jejunum
908029,650,2,13,Jejunum
908030,638,1,27,BM
908031,637,1,26,BM
908032,657,2,67,MLN
908033,637,1,15,BM
908033,638,2,9,BM
908034,642,1,23,Colon
908035,154,1,5,Ileum
908035,155,1,20,Ileum
908035,643,2,6,Ileum
908035,645,3,52,Ileum
908035,651,1,5,Jejunum
908036,637,2,30,BM
908037,643,2,24,Ileum
908038,646,3,47,ILN
908038,647,1,5,ILN
908038,648,2,6,ILN
908039,649,1,22,Jejunum
908040,641,1,11,Colon
908040,643,2,22,Ileum
908040,645,1,2,Ileum
908040,650,1,6,Jejunum
908040,651,1,4,Jejunum
908041,640,1,52,Colon
908042,638,1,19,BM
908043,638,1,19,BM
908044,149,2,53,BM
908045,637,1,18,BM
908046,655,3,37,MLN
908047,639,1,16,BM
908048,638,1,16,BM
908048,639,2,54,BM
908049,655,1,16,MLN
908050,639,1,15,BM
908051,649,1,14,Jejunum
908052,649,1,46,Jejunum
908052,650,2,4,Jejunum
908053,655,1,14,MLN
908054,641,1,13,Colon
908055,639,2,22,BM
908056,153,1,5,Colon
908056,640,3,66,Colon
908056,641,1,2,Colon
908056,643,1,1,Ileum
908057,640,1,13,Colon
908058,650,1,13,Jejunum
908059,655,1,13,MLN
908060,170,2,49,PBL
908061,157,1,12,ILN
908062,657,2,23,MLN
908063,644,1,12,Ileum
908063,645,3,10,Ileum
908063,651,1,7,Jejunum
908064,639,1,12,BM
908065,638,3,41,BM
908065,639,2,12,BM
908066,155,1,1,Ileum
908066,640,1,13,Colon
908066,643,3,42,Ileum
908066,645,3,63,Ileum
908066,646,1,1,ILN
908066,647,2,9,ILN
908066,650,1,4,Jejunum
908066,655,1,5,MLN
908067,660,2,165,PBL
908068,637,3,39,BM
908069,640,1,12,Colon
908069,646,1,5,ILN
908070,658,4,143,PBL
908071,639,1,46,BM
908072,155,2,17,Ileum
908072,640,1,23,Colon
908072,643,1,12,Ileum
908072,645,2,20,Ileum
908072,646,1,2,ILN
908072,649,1,2,Jejunum
908072,650,3,25,Jejunum
908072,656,1,4,MLN
908072,657,1,8,MLN
908072,663,1,8,SPL
908073,656,1,12,MLN
908074,659,3,102,PBL
908075,655,1,12,MLN
908076,656,1,3,MLN
908076,657,1,27,MLN
908077,637,4,102,BM
908078,638,2,62,BM
908079,655,1,12,MLN
908080,638,4,108,BM
908081,650,1,24,Jejunum
908082,655,1,12,MLN
908083,637,4,81,BM
908084,148,3,50,BM
908085,642,1,11,Colon
908086,151,1,1,Colon
908086,643,1,3,Ileum
908086,647,1,3,ILN
908086,656,1,14,MLN
908086,663,2,11,SPL
908087,643,2,11,Ileum
908087,644,2,5,Ileum
908087,645,1,1,Ileum
908088,638,1,43,BM
908089,655,1,48,MLN
908090,647,1,10,ILN
908091,640,1,11,Colon
908092,638,4,20,BM
908092,639,2,27,BM
908093,655,1,9,MLN
908094,640,1,41,Colon
908094,641,1,2,Colon
908095,640,1,11,Colon
908096,650,1,4,Jejunum
908096,651,2,10,Jejunum
908097,646,1,8,ILN
908098,657,1,43,MLN
908099,655,1,11,MLN
908100,655,3,13,MLN
908101,648,1,10,ILN
908102,657,1,44,MLN
908103,153,1,3,Colon
908103,640,2,41,Colon
908104,639,1,41,BM
908105,657,1,7,MLN
908106,646,1,10,ILN
908107,639,3,51,BM
908108,655,1,10,MLN
908109,657,1,6,MLN
908109,660,1,1,PBL
908110,643,1,2,Ileum
908110,650,1,42,Jejunum
908111,637,2,40,BM
908112,655,1,10,MLN
908113,638,1,36,BM
908114,656,1,2,MLN
908114,657,2,9,MLN
